           |       |        |        |        |        |        |        |     |        |   flow |    amt |    pct |    amt |   ETOH |
           |       |  T amb | T boil | T sthd | T cool | T cool | T sthd | jar |        |   rate |   coll |    alc | 100abv |    rem |
      Time |   PWM |    (C) |    (C) |    (C) | in (C) | out(C) | tgt(C) |   # |  PHASE | ml/min |   (ml) |    out |   (ml) |   (ml) |
--------------------------------------------------------------------------------------------------------------------------------------
           |       |        |        |        |        |        |        |     |        |   flow |    amt |    pct |    amt |   ETOH |
           |       |  T amb | T boil | T sthd | T cool | T cool | T sthd | jar |        |   rate |   coll |    alc | 100abv |    rem |
      Time |   PWM |    (C) |    (C) |    (C) | in (C) | out(C) | tgt(C) |   # |  PHASE | ml/min |   (ml) |    out |   (ml) |   (ml) |
--------------------------------------------------------------------------------------------------------------------------------------
           |       |        |        |        |        |        |        |     |        |   flow |    amt |    pct |    amt |   ETOH |
           |       |  T amb | T boil | T sthd | T cool | T cool | T sthd | jar |        |   rate |   coll |    alc | 100abv |    rem |
      Time |   PWM |    (C) |    (C) |    (C) | in (C) | out(C) | tgt(C) |   # |  PHASE | ml/min |   (ml) |    out |   (ml) |   (ml) |
--------------------------------------------------------------------------------------------------------------------------------------
  05:41:23 |    99 | absent | 23.625 | 21.875 | 20.750 | 20.375 |     98 |   0 |  strip |      0 |      0 |     80 |      0 |   2073 |
  05:41:33 |    99 | absent | 23.812 | 21.937 | 20.812 | 20.437 |     98 |   0 |  strip |      0 |      0 |     80 |      0 |   2073 |
  05:41:43 |    99 | absent | 24.000 | 21.937 | 20.812 | 20.437 |     98 |   0 |  strip |      0 |      0 |     80 |      0 |   2073 |
  05:41:53 |    99 | absent | 24.062 | 21.937 | 20.812 | 20.437 |     98 |   0 |  strip |      0 |      0 |     80 |      0 |   2073 |
  05:42:03 |    99 | absent | 24.250 | 21.937 | 20.812 | 20.437 |     98 |   0 |  strip |      0 |      0 |     80 |      0 |   2073 |
  05:42:13 |    99 | absent | 24.375 | 21.937 | 20.875 | 20.437 |     98 |   0 |  strip |      0 |      0 |     80 |      0 |   2073 |
  05:42:23 |    99 | absent | 24.437 | 21.937 | 20.812 | 20.437 |     98 |   0 |  strip |      0 |      0 |     80 |      0 |   2073 |
  05:42:33 |    99 | absent | 24.500 | 21.937 | 20.812 | 20.437 |     98 |   0 |  strip |      0 |      0 |     80 |      0 |   2073 |
  05:42:43 |    99 | absent | 24.625 | 21.937 | 20.812 | 20.375 |     98 |   0 |  strip |      0 |      0 |     80 |      0 |   2073 |
  05:42:53 |    99 | absent | 24.812 | 21.937 | 20.812 | 20.437 |     98 |   0 |  strip |      0 |      0 |     80 |      0 |   2073 |
  05:43:03 |    99 | absent | 24.875 | 21.937 | 20.812 | 20.375 |     98 |   0 |  strip |      0 |      0 |     80 |      0 |   2073 |
  05:43:13 |    99 | absent | 24.937 | 21.937 | 20.812 | 20.375 |     98 |   0 |  strip |      0 |      0 |     80 |      0 |   2073 |
  05:43:23 |    99 | absent | 25.062 | 21.875 | 20.750 | 20.437 |     98 |   0 |  strip |      0 |      0 |     80 |      0 |   2073 |
