           |       |        |        |        |
           |       |  T amb | T boil |  Tboil |
      Time |   PWM |    (C) |    (C) | tgt(C) |
-----------------------------------------------
  16:13:10 |    25 | 28.437 | absent |     65 |
  16:13:20 |    30 | 28.437 | absent |     65 |
  16:13:29 |    30 | 28.437 | absent |     65 |
  16:13:38 |    30 | 28.437 | absent |     65 |
  16:13:48 |    30 | 28.437 | absent |     65 |
  16:13:58 |    30 | 28.437 | absent |     65 |
  16:14:07 |    30 | 28.437 | absent |     65 |
  16:14:16 |    30 | 28.437 | absent |     65 |
           |       |        |        |        |
           |       |  T amb | T boil |  Tboil |
      Time |   PWM |    (C) |    (C) | tgt(C) |
-----------------------------------------------
  16:16:43 |    25 | 28.437 | absent |     65 |
  16:16:53 |    85 | 28.500 | absent |     65 |
  16:17:02 |    85 | 28.500 | absent |     65 |
  16:17:12 |    85 | 28.437 | absent |     65 |
           |       |        |        |        |
           |       |  T amb | T boil |  Tboil |
      Time |   PWM |    (C) |    (C) | tgt(C) |
-----------------------------------------------
  16:21:29 |    25 | 28.500 | 23.250 |     65 |
  16:21:39 |    30 | 28.500 | 23.250 |     65 |
  16:21:49 |    30 | 28.500 | 23.250 |     65 |
  16:21:59 |    30 | 28.500 | 23.250 |     65 |
  16:22:09 |    30 | 28.500 | 23.250 |     65 |
  16:22:19 |    30 | 28.500 | 23.187 |     65 |
  16:22:29 |    30 | 28.500 | 23.250 |     65 |
  16:22:39 |    30 | 28.500 | 23.250 |     65 |
  16:22:49 |    30 | 28.437 | 23.312 |     65 |
  16:22:59 |    30 | 28.500 | 23.312 |     65 |
  16:23:09 |    30 | 28.500 | 23.375 |     65 |
  16:23:19 |    30 | 28.500 | 23.375 |     65 |
  16:23:29 |    30 | 28.500 | 23.375 |     65 |
  16:23:39 |    30 | 28.562 | 23.500 |     65 |
  16:23:49 |    30 | 28.562 | 23.437 |     65 |
  16:24:00 |    30 | 28.562 | 23.437 |     65 |
  16:24:10 |    30 | 28.500 | 23.375 |     65 |
  16:24:20 |    30 | 28.500 | 23.562 |     65 |
  16:24:30 |    30 | 28.562 | 23.562 |     65 |
  16:24:40 |    30 | 28.562 | 23.562 |     65 |
  16:24:50 |    30 | 28.562 | 23.562 |     65 |
  16:25:00 |    30 | 28.562 | 23.562 |     65 |
  16:25:10 |    30 | 28.625 | 23.562 |     65 |
  16:25:20 |    30 | 28.625 | 23.562 |     65 |
  16:25:30 |    30 | 28.562 | 23.562 |     65 |
  16:25:40 |    30 | 28.562 | 23.687 |     65 |
  16:25:50 |    30 | 28.625 | 23.750 |     65 |
  16:26:00 |    30 | 28.562 | 23.687 |     65 |
  16:26:10 |    30 | 28.625 | 23.687 |     65 |
  16:26:20 |    30 | 28.625 | 23.750 |     65 |
  16:26:30 |    30 | 28.625 | 23.750 |     65 |
  16:26:40 |    30 | 28.625 | 23.812 |     65 |
  16:26:50 |    30 | 28.625 | 23.750 |     65 |
  16:27:00 |    30 | 28.562 | 23.687 |     65 |
