           |       |        |        |        |
           |       |  T amb | T boil |  Tboil |
      Time |   PWM |    (C) |    (C) | tgt(C) |
-----------------------------------------------
  10:43:31 |25.937 | 44.937 |     74 |
  10:43:42 |25.937 | 45.000 |     74 |
  10:43:52 |25.937 | 45.000 |     74 |
  10:44:02 |25.937 | 45.000 |     74 |
  10:44:12 |26.000 | 45.000 |     74 |
  10:44:22 |25.937 | 44.937 |     74 |
           |       |        |        |        |
           |       |  T amb | T boil |  Tboil |
      Time |   PWM |    (C) |    (C) | tgt(C) |
-----------------------------------------------
  10:46:34 |    40 | 25.937 | 44.937 |     74 |
  10:46:45 |    85 | 26.000 | 44.937 |     74 |
  10:46:55 |    85 | 25.937 | 45.000 |     74 |
  10:47:05 |    85 | 25.937 | 45.000 |     74 |
  10:47:15 |    85 | 26.000 | 44.937 |     74 |
  10:47:25 |    99 | 25.937 | 44.937 |     74 |
  10:47:35 |    99 | 26.000 | 44.937 |     74 |
  10:47:45 |    99 | 26.000 | 45.000 |     74 |
  10:47:55 |    99 | 26.000 | 45.062 |     74 |
  10:48:05 |    99 | 26.000 | 45.062 |     74 |
  10:48:15 |    99 | 25.937 | 45.062 |     74 |
  10:48:25 |    99 | 25.937 | 45.062 |     74 |
  10:48:35 |    99 | 25.937 | 45.125 |     74 |
  10:48:45 |    99 | 26.000 | 45.187 |     74 |
  10:48:55 |    99 | 25.937 | 45.250 |     74 |
  10:49:05 |    99 | 25.937 | 45.250 |     74 |
  10:49:15 |    99 | 26.000 | 45.312 |     74 |
  10:49:25 |    99 | 25.937 | 45.375 |     74 |
  10:49:35 |    99 | 26.000 | 45.375 |     74 |
  10:49:45 |    99 | 26.000 | 45.437 |     74 |
  10:49:55 |    99 | 26.000 | 45.500 |     74 |
  10:50:05 |    99 | 26.062 | 45.562 |     74 |
  10:50:15 |    99 | 26.000 | 45.687 |     74 |
  10:50:25 |    99 | 26.000 | 45.687 |     74 |
  10:50:35 |    99 | 26.000 | 45.750 |     74 |
  10:50:45 |    99 | 26.000 | 45.812 |     74 |
  10:50:55 |    99 | 26.000 | 45.937 |     74 |
  10:51:05 |    99 | 25.937 | 46.000 |     74 |
  10:51:15 |    99 | 26.000 | 46.000 |     74 |
  10:51:25 |    99 | 26.000 | 46.125 |     74 |
  10:51:35 |    99 | 26.062 | 46.187 |     74 |
  10:51:45 |    99 | 26.000 | 46.187 |     74 |
  10:51:55 |    99 | 26.000 | 46.312 |     74 |
  10:52:05 |    99 | 25.875 | 46.375 |     74 |
  10:52:15 |    99 | 25.812 | 46.375 |     74 |
  10:52:25 |    99 | 25.812 | 46.437 |     74 |
  10:52:35 |    99 | 25.750 | 46.500 |     74 |
  10:52:45 |    99 | 25.812 | 46.562 |     74 |
  10:52:55 |    99 | 25.812 | 46.625 |     74 |
  10:53:05 |    99 | 25.812 | 46.687 |     74 |
  10:53:15 |    99 | 25.750 | 46.875 |     74 |
  10:53:25 |    99 | 25.750 | 46.875 |     74 |
