           |       |        |        |        |        |        |        |     |        |   flow |    amt |    pct |    amt |   ETOH |
           |       |  T amb | T boil | T sthd | T cool | T cool | T sthd | jar |        |   rate |   coll |    alc | 100abv |    rem |
      Time |   PWM |    (C) |    (C) |    (C) | in (C) | out(C) | tgt(C) |   # |  PHASE | ml/min |   (ml) |    out |   (ml) |   (ml) |
--------------------------------------------------------------------------------------------------------------------------------------
  16:38:24 |    99 | 19.062 | 13.437 | 15.375 | 10.687 | 13.187 |   76.5 |   0 |      E |     30 |      0 |     80 |      0 |   8999 |
  16:38:38 |    99 | 19.062 | 13.500 | 15.437 | 10.812 | 13.187 |   76.5 |   0 |      E |     30 |      6 |     80 |      5 |   8994 |
  16:38:51 |    99 | 19.125 | 13.625 | 15.375 | 10.812 | 13.187 |   76.5 |   0 |      E |     30 |     13 |     80 |      5 |   8989 |
  16:39:04 |    99 | 19.125 | 13.750 | 15.437 | 10.750 | 13.187 |   76.5 |   0 |      E |     30 |     19 |     80 |      5 |   8984 |
  16:39:17 |    99 | 19.125 | 13.750 | 15.437 | 10.750 | 13.187 |   76.5 |   0 |      E |     30 |     26 |     80 |      5 |   8979 |
  16:39:30 |    99 | 19.125 | 13.812 | 15.437 | 10.812 | 13.250 |   76.5 |   0 |      E |     30 |     32 |     80 |      5 |   8973 |
  16:39:43 |    99 | 19.125 | 13.875 | 15.437 | 10.750 | 13.250 |   76.5 |   0 |      E |     30 |     39 |     80 |      5 |   8968 |
  16:39:56 |    99 | 19.125 | 14.000 | 15.437 | 10.812 | 13.250 |   76.5 |   0 |      E |     30 |     45 |     80 |      5 |   8963 |
  16:40:09 |    99 | 19.125 | 14.062 | 15.437 | 10.750 | 13.250 |   76.5 |   0 |      E |     30 |     52 |     80 |      5 |   8958 |
  16:40:22 |    99 | 19.125 | 14.125 | 15.437 | 10.812 | 13.250 |   76.5 |   0 |      E |     30 |     58 |     80 |      5 |   8953 |
  16:40:35 |    99 | 19.062 | 14.187 | 15.500 | 10.750 | 13.250 |   76.5 |   0 |      E |     30 |     65 |     80 |      5 |   8947 |
  16:40:48 |    99 | 19.125 | 14.437 | 15.437 | 10.812 | 13.250 |   76.5 |   0 |      E |     30 |     71 |     80 |      5 |   8942 |
  16:41:01 |    99 | 19.125 | 14.500 | 15.437 | 10.750 | 13.250 |   76.5 |   0 |      E |     30 |     78 |     80 |      5 |   8937 |
  16:41:14 |    99 | 19.125 | 14.500 | 15.500 | 10.750 | 13.250 |   76.5 |   0 |      E |     30 |     84 |     80 |      5 |   8932 |
  16:41:27 |    99 | 19.187 | 14.562 | 15.437 | 10.750 | 13.250 |   76.5 |   0 |      E |     30 |     91 |     80 |      5 |   8927 |
  16:41:40 |    99 | 19.062 | 14.687 | 15.437 | 10.812 | 13.250 |   76.5 |   0 |      E |     30 |     97 |     80 |      5 |   8921 |
  16:41:53 |    99 | 19.062 | 14.750 | 15.437 | 10.812 | 13.250 |   76.5 |   0 |      E |     30 |    104 |     80 |      5 |   8916 |
  16:42:06 |    99 | 19.125 | 14.875 | 15.500 | 10.812 | 13.250 |   76.5 |   0 |      E |     30 |    110 |     80 |      5 |   8911 |
