Time,PWM,T boiler (C),T stillhead(C),T stillhead target (C),jar #,amount collected
Thu 11 Jan 2024 11:37:23 AM PST,41.130,86.312,70.437,71,7,
Thu 11 Jan 2024 11:37:33 AM PST,40.942,86.312,70.625,71,7,
Thu 11 Jan 2024 11:37:43 AM PST,40.879,86.312,70.812,71,7,
Thu 11 Jan 2024 11:37:53 AM PST,40.754,86.312,71.062,71,7,
Thu 11 Jan 2024 11:38:03 AM PST,40.484,86.312,71.187,71,7,
Thu 11 Jan 2024 11:38:13 AM PST,40.297,86.375,71.187,71,7,
Thu 11 Jan 2024 11:38:23 AM PST,40.235,86.375,71.375,71,7,
Thu 11 Jan 2024 11:38:33 AM PST,39.922,86.312,71.312,71,7,
Thu 11 Jan 2024 11:38:43 AM PST,39.881,86.375,71.125,71,7,
Thu 11 Jan 2024 11:38:53 AM PST,40.027,86.375,70.937,71,7,
Thu 11 Jan 2024 11:39:03 AM PST,40.236,86.375,71.000,71,7,
Thu 11 Jan 2024 11:39:13 AM PST,40.173,86.312,71.000,71,7,
Thu 11 Jan 2024 11:39:23 AM PST,40.173,86.375,71.125,71,7,
Thu 11 Jan 2024 11:39:33 AM PST,40.007,86.375,71.000,71,7,
Thu 11 Jan 2024 11:39:43 AM PST,40.132,86.375,70.687,71,7,
Thu 11 Jan 2024 11:39:53 AM PST,40.549,86.375,70.562,71,7,
Thu 11 Jan 2024 11:40:03 AM PST,40.820,86.375,70.875,71,7,
Thu 11 Jan 2024 11:40:13 AM PST,40.548,86.312,71.125,71,7,
Thu 11 Jan 2024 11:40:23 AM PST,40.257,86.375,71.437,71,7,
Thu 11 Jan 2024 11:40:33 AM PST,39.800,86.312,71.437,71,7,
Thu 11 Jan 2024 11:40:43 AM PST,39.655,86.375,71.375,71,7,
Thu 11 Jan 2024 11:40:53 AM PST,39.592,86.375,71.375,71,7,
Thu 11 Jan 2024 11:41:03 AM PST,39.467,86.375,71.437,71,7,
Thu 11 Jan 2024 11:41:13 AM PST,39.260,86.375,71.562,71,7,
Thu 11 Jan 2024 11:41:23 AM PST,38.948,86.375,71.500,71,7,
Thu 11 Jan 2024 11:41:33 AM PST,38.844,86.375,71.437,71,7,
Thu 11 Jan 2024 11:41:43 AM PST,38.762,86.375,71.437,71,7,
Thu 11 Jan 2024 11:41:53 AM PST,38.617,86.375,71.125,71,7,
Thu 11 Jan 2024 11:42:03 AM PST,38.888,86.375,70.687,71,7,
Thu 11 Jan 2024 11:42:13 AM PST,39.430,86.375,70.625,71,7,
Thu 11 Jan 2024 11:42:23 AM PST,39.617,86.375,70.812,71,7,
Thu 11 Jan 2024 11:42:33 AM PST,39.492,86.375,71.000,71,7,100
Thu 11 Jan 2024 11:42:43 AM PST,39.304,86.375,71.125,71,7,
Thu 11 Jan 2024 11:42:53 AM PST,39.138,86.375,71.125,71,7,
Thu 11 Jan 2024 11:43:03 AM PST,39.097,86.375,71.125,71,7,
Thu 11 Jan 2024 11:43:13 AM PST,39.056,86.375,71.125,71,7,
Thu 11 Jan 2024 11:43:23 AM PST,39.015,86.375,71.125,71,7,
Thu 11 Jan 2024 11:43:33 AM PST,38.974,86.375,71.187,71,7,
Thu 11 Jan 2024 11:43:43 AM PST,38.850,86.375,71.187,71,7,
Thu 11 Jan 2024 11:43:53 AM PST,38.788,86.375,71.062,71,7,
Thu 11 Jan 2024 11:44:03 AM PST,38.893,86.375,70.750,71,7,
Thu 11 Jan 2024 11:44:13 AM PST,39.288,86.437,70.562,71,7,
Thu 11 Jan 2024 11:44:23 AM PST,39.622,86.375,70.625,71,7,
Thu 11 Jan 2024 11:44:33 AM PST,39.684,86.375,70.812,71,7,
Thu 11 Jan 2024 11:44:43 AM PST,39.559,86.375,70.937,71,7,
Thu 11 Jan 2024 11:44:53 AM PST,39.455,86.375,71.187,71,7,
Thu 11 Jan 2024 11:45:03 AM PST,39.143,86.437,71.250,71,7,
Thu 11 Jan 2024 11:45:13 AM PST,38.997,86.375,71.125,71,7,
Thu 11 Jan 2024 11:45:23 AM PST,39.081,86.437,71.062,71,7,
Thu 11 Jan 2024 11:45:33 AM PST,39.124,86.375,71.062,71,7,
Thu 11 Jan 2024 11:45:43 AM PST,39.104,86.437,71.062,71,7,
Thu 11 Jan 2024 11:45:53 AM PST,39.084,86.437,71.062,71,7,
Thu 11 Jan 2024 11:46:03 AM PST,39.064,86.437,71.125,71,7,
Thu 11 Jan 2024 11:46:13 AM PST,38.960,86.437,71.062,71,7,
Thu 11 Jan 2024 11:46:23 AM PST,39.003,86.437,71.125,71,7,
Thu 11 Jan 2024 11:46:33 AM PST,38.899,86.437,71.125,71,7,
Thu 11 Jan 2024 11:46:43 AM PST,38.858,86.437,70.937,71,7,
Thu 11 Jan 2024 11:46:53 AM PST,39.067,86.437,70.750,71,7,
Thu 11 Jan 2024 11:47:03 AM PST,39.337,86.437,70.812,71,7,
Thu 11 Jan 2024 11:47:13 AM PST,39.337,86.437,71.000,71,7,
Thu 11 Jan 2024 11:47:23 AM PST,39.149,86.437,71.125,71,7,
Thu 11 Jan 2024 11:47:33 AM PST,38.983,86.437,71.125,71,7,
Thu 11 Jan 2024 11:47:43 AM PST,38.942,86.437,71.125,71,7,
Thu 11 Jan 2024 11:47:53 AM PST,38.901,86.437,71.125,71,7,
Thu 11 Jan 2024 11:48:03 AM PST,38.860,86.437,71.125,71,7,
Thu 11 Jan 2024 11:48:13 AM PST,38.819,86.437,71.250,71,7,
Thu 11 Jan 2024 11:48:23 AM PST,38.611,86.437,71.187,71,7,
Thu 11 Jan 2024 11:48:33 AM PST,38.612,86.437,71.187,71,7,
Thu 11 Jan 2024 11:48:43 AM PST,38.550,86.437,70.875,71,7,
Thu 11 Jan 2024 11:48:53 AM PST,38.903,86.437,70.812,71,7,
Thu 11 Jan 2024 11:49:03 AM PST,39.028,86.437,70.750,71,7,
Thu 11 Jan 2024 11:49:13 AM PST,39.173,86.437,70.875,71,7,
Thu 11 Jan 2024 11:49:23 AM PST,39.089,86.437,71.062,71,7,
Thu 11 Jan 2024 11:49:33 AM PST,38.882,86.437,71.062,71,7,
Thu 11 Jan 2024 11:49:43 AM PST,38.862,86.437,70.875,71,7,
Thu 11 Jan 2024 11:49:53 AM PST,39.090,86.437,70.562,71,7,
Thu 11 Jan 2024 11:50:03 AM PST,39.549,86.437,70.625,71,7,
Thu 11 Jan 2024 11:50:13 AM PST,39.611,86.437,70.312,71,7,
Thu 11 Jan 2024 11:50:23 AM PST,40.153,86.437,70.250,71,7,
Thu 11 Jan 2024 11:50:33 AM PST,40.465,86.437,70.250,71,7,
Thu 11 Jan 2024 11:50:43 AM PST,40.715,86.437,70.312,71,7,
Thu 11 Jan 2024 11:50:53 AM PST,40.882,86.437,70.562,71,7,
Thu 11 Jan 2024 11:51:03 AM PST,40.778,86.437,70.687,71,7,
Thu 11 Jan 2024 11:51:13 AM PST,40.757,86.437,70.875,71,7,
Thu 11 Jan 2024 11:51:23 AM PST,40.610,86.437,71.125,71,7,
Thu 11 Jan 2024 11:51:33 AM PST,40.319,86.437,71.250,71,7,
Thu 11 Jan 2024 11:51:43 AM PST,40.111,86.437,71.375,71,7,
Thu 11 Jan 2024 11:51:53 AM PST,39.861,86.437,71.312,71,7,
Thu 11 Jan 2024 11:52:03 AM PST,39.820,86.437,71.062,71,7,
Thu 11 Jan 2024 11:52:13 AM PST,40.050,86.437,70.687,71,7,
Thu 11 Jan 2024 11:52:23 AM PST,40.529,86.437,70.437,71,7,
Thu 11 Jan 2024 11:52:33 AM PST,40.966,86.437,70.437,71,7,
Thu 11 Jan 2024 11:52:43 AM PST,41.153,86.437,70.562,71,7,
Thu 11 Jan 2024 11:52:53 AM PST,41.174,86.437,70.750,71,7,
Thu 11 Jan 2024 11:53:03 AM PST,41.069,86.437,71.000,71,7,
Thu 11 Jan 2024 11:53:13 AM PST,40.819,86.437,71.250,71,7,
Thu 11 Jan 2024 11:53:23 AM PST,40.486,86.500,71.437,71,7,
Thu 11 Jan 2024 11:53:33 AM PST,40.154,86.500,71.500,71,7,
Thu 11 Jan 2024 11:53:43 AM PST,39.925,86.500,71.500,71,7,
Thu 11 Jan 2024 11:53:53 AM PST,39.759,86.437,71.125,71,7,
Thu 11 Jan 2024 11:54:03 AM PST,40.093,86.500,70.687,71,7,
Thu 11 Jan 2024 11:54:13 AM PST,40.635,86.500,70.500,71,7,
Thu 11 Jan 2024 11:54:23 AM PST,40.988,86.500,70.812,71,7,
Thu 11 Jan 2024 11:54:33 AM PST,40.738,86.500,71.187,71,7,
Thu 11 Jan 2024 11:54:43 AM PST,40.301,86.500,71.250,71,7,
Thu 11 Jan 2024 11:54:53 AM PST,40.155,86.500,70.937,71,7,
Thu 11 Jan 2024 11:55:03 AM PST,40.489,86.500,71.000,71,7,
Thu 11 Jan 2024 11:55:13 AM PST,40.426,86.500,71.125,71,7,
Thu 11 Jan 2024 11:55:23 AM PST,40.260,86.500,71.312,71,7,
Thu 11 Jan 2024 11:55:33 AM PST,39.969,86.500,71.437,71,7,
Thu 11 Jan 2024 11:55:43 AM PST,39.699,86.500,71.312,71,7,
Thu 11 Jan 2024 11:55:53 AM PST,39.720,86.500,70.875,71,7,
Thu 11 Jan 2024 11:56:03 AM PST,40.198,86.500,70.625,71,7,
Thu 11 Jan 2024 11:56:13 AM PST,40.573,86.500,70.562,71,7,
Thu 11 Jan 2024 11:56:23 AM PST,40.782,86.500,70.562,71,7,
Thu 11 Jan 2024 11:56:33 AM PST,40.928,86.500,70.812,71,7,
Thu 11 Jan 2024 11:56:43 AM PST,40.740,86.500,70.937,71,7,
Thu 11 Jan 2024 11:56:53 AM PST,40.636,86.500,71.125,71,7,
Thu 11 Jan 2024 11:57:03 AM PST,40.407,86.500,71.062,71,7,
Thu 11 Jan 2024 11:57:13 AM PST,40.450,86.500,71.187,71,7,
Thu 11 Jan 2024 11:57:23 AM PST,40.263,86.500,71.250,71,7,
Thu 11 Jan 2024 11:57:33 AM PST,40.117,86.500,71.375,71,7,
Thu 11 Jan 2024 11:57:43 AM PST,39.867,86.500,71.375,71,7,
Thu 11 Jan 2024 11:57:53 AM PST,39.742,86.500,71.250,71,7,
Thu 11 Jan 2024 11:58:03 AM PST,39.784,86.500,71.187,71,7,
Thu 11 Jan 2024 11:58:13 AM PST,39.785,86.500,71.125,71,7,
Thu 11 Jan 2024 11:58:23 AM PST,39.806,86.500,71.062,71,7,
Thu 11 Jan 2024 11:58:33 AM PST,39.849,86.500,71.187,71,7,
Thu 11 Jan 2024 11:58:43 AM PST,39.662,86.500,71.250,71,7,
Thu 11 Jan 2024 11:58:53 AM PST,39.516,86.562,71.187,71,7,
Thu 11 Jan 2024 11:59:03 AM PST,39.517,86.562,71.187,71,7,
Thu 11 Jan 2024 11:59:13 AM PST,39.455,86.500,71.187,71,7,
Thu 11 Jan 2024 11:59:23 AM PST,39.393,86.500,71.375,71,7,
Thu 11 Jan 2024 11:59:33 AM PST,39.080,86.500,71.437,71,7,
Thu 11 Jan 2024 11:59:43 AM PST,38.873,86.500,71.125,71,7,
Thu 11 Jan 2024 11:59:53 AM PST,39.144,86.500,70.937,71,7,
Thu 11 Jan 2024 12:00:03 PM PST,39.353,86.562,71.062,71,7,
Thu 11 Jan 2024 12:00:13 PM PST,39.208,86.562,71.187,71,7,
Thu 11 Jan 2024 12:00:23 PM PST,39.021,86.562,71.312,71,7,
Thu 11 Jan 2024 12:00:33 PM PST,38.792,86.562,71.500,71,7,
Thu 11 Jan 2024 12:00:43 PM PST,38.438,86.500,71.250,71,7,
Thu 11 Jan 2024 12:00:53 PM PST,38.605,86.562,71.062,71,7,
Thu 11 Jan 2024 12:01:03 PM PST,38.773,86.500,70.937,71,7,
Thu 11 Jan 2024 12:01:13 PM PST,38.919,86.562,70.875,71,7,
Thu 11 Jan 2024 12:01:23 PM PST,39.022,86.500,70.812,71,7,
Thu 11 Jan 2024 12:01:33 PM PST,39.147,86.500,70.812,71,7,
Thu 11 Jan 2024 12:01:43 PM PST,39.209,86.562,70.875,71,7,
Thu 11 Jan 2024 12:01:53 PM PST,39.187,86.562,71.187,71,7,
Thu 11 Jan 2024 12:02:03 PM PST,38.813,86.562,71.375,71,7,
Thu 11 Jan 2024 12:02:13 PM PST,38.500,86.562,71.312,71,7,
Thu 11 Jan 2024 12:02:23 PM PST,38.459,86.562,71.312,71,7,
Thu 11 Jan 2024 12:02:33 PM PST,38.355,86.562,71.062,71,7,
Thu 11 Jan 2024 12:02:43 PM PST,38.585,86.562,70.812,71,7,
Thu 11 Jan 2024 12:02:53 PM PST,38.897,86.562,70.687,71,7,
Thu 11 Jan 2024 12:03:03 PM PST,39.126,86.562,70.375,71,7,
Thu 11 Jan 2024 12:03:13 PM PST,39.646,86.562,70.375,71,7,
Thu 11 Jan 2024 12:03:23 PM PST,39.854,86.562,70.437,71,7,
Thu 11 Jan 2024 12:03:33 PM PST,39.979,86.562,70.625,71,7,
Thu 11 Jan 2024 12:03:43 PM PST,39.916,86.562,70.875,71,7,
Thu 11 Jan 2024 12:03:53 PM PST,39.707,86.562,71.125,71,7,
Thu 11 Jan 2024 12:04:03 PM PST,39.416,86.562,71.250,71,7,
Thu 11 Jan 2024 12:04:13 PM PST,39.208,86.562,71.187,71,7,
Thu 11 Jan 2024 12:04:23 PM PST,39.209,86.562,71.187,71,7,
Thu 11 Jan 2024 12:04:33 PM PST,39.147,86.562,71.312,71,7,
Thu 11 Jan 2024 12:04:43 PM PST,38.918,86.562,71.437,71,7,
Thu 11 Jan 2024 12:04:53 PM PST,38.648,86.562,71.625,71,7,
Thu 11 Jan 2024 12:05:03 PM PST,38.252,86.562,71.437,71,7,
Thu 11 Jan 2024 12:05:13 PM PST,38.295,86.625,71.250,71,7,
Thu 11 Jan 2024 12:05:23 PM PST,38.399,86.562,71.250,71,7,
Thu 11 Jan 2024 12:05:33 PM PST,38.316,86.625,70.937,71,7,
Thu 11 Jan 2024 12:05:43 PM PST,38.650,86.562,70.875,71,7,
Thu 11 Jan 2024 12:05:53 PM PST,38.753,86.562,70.875,71,7,
Thu 11 Jan 2024 12:06:03 PM PST,38.794,86.562,70.625,71,7,
Thu 11 Jan 2024 12:06:13 PM PST,39.169,86.562,70.562,71,7,
Thu 11 Jan 2024 12:06:23 PM PST,39.378,86.562,70.687,71,7,
Thu 11 Jan 2024 12:06:33 PM PST,39.357,86.562,70.687,71,7,
Thu 11 Jan 2024 12:06:43 PM PST,39.461,86.625,71.125,71,7,
Thu 11 Jan 2024 12:06:53 PM PST,38.982,86.562,71.312,71,7,
Thu 11 Jan 2024 12:07:03 PM PST,38.691,86.625,71.375,71,7,
Thu 11 Jan 2024 12:07:13 PM PST,38.503,86.625,71.062,71,7,
Thu 11 Jan 2024 12:07:23 PM PST,38.796,86.625,70.750,71,7,
Thu 11 Jan 2024 12:07:33 PM PST,39.191,86.625,70.750,71,7,
Thu 11 Jan 2024 12:07:43 PM PST,39.274,86.625,70.562,71,7,
Thu 11 Jan 2024 12:07:53 PM PST,39.608,86.625,70.625,71,7,
Thu 11 Jan 2024 12:08:03 PM PST,39.670,86.625,70.812,71,7,
Thu 11 Jan 2024 12:08:13 PM PST,39.545,86.625,71.000,71,7,
Thu 11 Jan 2024 12:08:23 PM PST,39.357,86.625,71.187,71,7,
Thu 11 Jan 2024 12:08:33 PM PST,39.108,86.625,71.312,71,7,
Thu 11 Jan 2024 12:08:43 PM PST,38.879,86.625,71.250,71,7,
Thu 11 Jan 2024 12:08:53 PM PST,38.858,86.687,71.250,71,7,
Thu 11 Jan 2024 12:09:03 PM PST,38.775,86.625,70.812,71,7,
Thu 11 Jan 2024 12:09:13 PM PST,39.275,86.687,70.500,71,7,150
Thu 11 Jan 2024 12:09:23 PM PST,39.753,86.625,70.375,71,7,
Thu 11 Jan 2024 12:09:33 PM PST,40.086,86.625,70.312,71,7,
Thu 11 Jan 2024 12:09:43 PM PST,40.378,86.625,70.625,71,7,
Thu 11 Jan 2024 12:09:53 PM PST,40.190,86.625,70.937,71,7,
Thu 11 Jan 2024 12:10:03 PM PST,39.899,86.625,71.062,71,7,
Thu 11 Jan 2024 12:10:13 PM PST,39.754,86.625,70.875,71,7,
Thu 11 Jan 2024 12:10:23 PM PST,39.982,86.625,70.375,71,7,
