
           |       |  T amb | T boil | T sthd | T cool | T cool | T sthd | jar | amt coll |
      Time |   PWM |    (C) |    (C) |    (C) | in (C) | out(C) | tgt(C) |   # |     (ml) |
-----------------------------------------------------------------------------------------
  07:43:51 |    35 |  8.000 | 50.687 | 10.375 |  7.875 |  6.562 |   75.0 |   0 |
  07:44:04 |    99 |  8.062 | 50.687 | 10.312 |  7.937 |  6.562 |     98 |   0 |
  07:44:17 |    99 |  8.000 | 50.750 | 10.312 |  7.937 |  6.562 |     98 |   0 |
  07:44:30 |    99 |  8.062 | 50.812 | 10.375 |  7.937 |  6.562 |     98 |   0 |
  07:44:43 |    99 |  8.062 | 50.875 | 10.312 |  7.875 |  6.625 |     98 |   0 |
  07:44:56 |    99 |  8.000 | 51.000 | 10.312 |  7.937 |  6.625 |     98 |   0 |
  07:45:09 |    99 |  8.062 | 51.000 | 10.312 |  7.875 |  6.625 |     98 |   0 |
  07:45:22 |    99 |  8.062 | 51.125 | 10.312 |  7.937 |  6.625 |     98 |   0 |
  07:45:35 |    99 |  8.062 | 51.187 | 10.312 |  7.937 |  6.625 |     98 |   0 |
  07:45:48 |    99 |  8.125 | 51.187 | 10.312 |  7.875 |  6.625 |     98 |   0 |
  07:46:01 |    99 |  8.125 | 51.250 | 10.312 |  7.875 |  6.625 |     98 |   0 |
  07:46:14 |    99 |  8.125 | 51.312 | 10.312 |  7.937 |  6.625 |     98 |   0 |
  07:46:27 |    99 |  8.125 | 51.312 | 10.312 |  7.875 |  6.625 |     98 |   0 |
  07:46:40 |    99 |  8.125 | 51.500 | 10.312 |  7.875 |  6.687 |     98 |   0 |
  07:46:53 |    99 |  8.187 | 51.562 | 10.312 |  7.875 |  6.687 |     98 |   0 |
  07:47:06 |    99 |  8.125 | 51.562 | 10.312 |  7.937 |  6.625 |     98 |   0 |
  07:47:19 |    99 |  8.187 | 51.625 | 10.312 |  7.875 |  6.687 |     98 |   0 |
  07:47:32 |    99 |  8.187 | 51.687 | 10.312 |  7.937 |  6.625 |     98 |   0 |
  07:47:45 |    99 |  8.187 | 51.750 | 10.312 |  7.937 |  6.687 |     98 |   0 |
  07:47:58 |    99 |  8.187 | 51.937 | 10.312 |  7.937 |  6.687 |     98 |   0 |
  07:48:11 |    99 |  8.187 | 52.000 | 10.312 |  7.937 |  6.687 |     98 |   0 |
