           |       |        |        |        |        |        |        |     |        |   flow |    amt |    pct |    amt |   ETOH |
           |       |  T amb | T boil | T sthd | T cool | T cool | T sthd | jar |        |   rate |   coll |    alc | 100abv |    rem |
      Time |   PWM |    (C) |    (C) |    (C) | in (C) | out(C) | tgt(C) |   # |  PHASE | ml/min |   (ml) |    out |   (ml) |   (ml) |
--------------------------------------------------------------------------------------------------------------------------------------
           |       |        |        |        |        |        |        |     |        |   flow |    amt |    pct |    amt |   ETOH |
           |       |  T amb | T boil | T sthd | T cool | T cool | T sthd | jar |        |   rate |   coll |    alc | 100abv |    rem |
      Time |   PWM |    (C) |    (C) |    (C) | in (C) | out(C) | tgt(C) |   # |  PHASE | ml/min |   (ml) |    out |   (ml) |   (ml) |
--------------------------------------------------------------------------------------------------------------------------------------
  10:08:44 |    99 | 22.937 | absent | 18.312 | 17.000 | 18.000 |     98 |   0 |  strip |      0 |      0 |     80 |      0 |   3882 |
  10:08:56 |    99 | 23.000 | absent | 18.437 | 17.062 | 18.062 |     98 |   0 |  strip |      0 |      0 |     80 |      0 |   3882 |
  10:09:08 |    99 | 23.000 | absent | 18.437 | 17.062 | 18.062 |     98 |   0 |  strip |      0 |      0 |     80 |      0 |   3882 |
  10:09:20 |    99 | 23.000 | absent | 18.375 | 17.125 | 18.125 |     98 |   0 |  strip |      0 |      0 |     80 |      0 |   3882 |
  10:09:32 |    99 | 22.937 | absent | 18.437 | 17.125 | 18.125 |     98 |   0 |  strip |      0 |      0 |     80 |      0 |   3882 |
  10:09:44 |    99 | 23.000 | absent | 18.375 | 17.062 | 18.125 |     98 |   0 |  strip |      0 |      0 |     80 |      0 |   3882 |
  10:09:56 |    99 | 23.062 | absent | 18.437 | 17.125 | 18.125 |     98 |   0 |  strip |      0 |      0 |     80 |      0 |   3882 |
  10:10:08 |    99 | 23.062 | absent | 18.437 | 17.125 | 18.125 |     98 |   0 |  strip |      0 |      0 |     80 |      0 |   3882 |
  10:10:20 |    99 | 23.062 | absent | 18.500 | 17.062 | 18.125 |     98 |   0 |  strip |      0 |      0 |     80 |      0 |   3882 |
  10:10:32 |    99 | 23.062 | absent | 18.500 | 17.125 | 18.187 |     98 |   0 |  strip |      0 |      0 |     80 |      0 |   3882 |
  10:10:44 |    99 | 23.125 | absent | 18.437 | 17.125 | 18.187 |     98 |   0 |  strip |      0 |      0 |     80 |      0 |   3882 |
  10:10:56 |    99 | 23.125 | absent | 18.437 | 17.125 | 18.187 |     98 |   0 |  strip |      0 |      0 |     80 |      0 |   3882 |
  10:11:08 |    99 | 23.187 | absent | 18.500 | 17.125 | 18.187 |     98 |   0 |  strip |      0 |      0 |     80 |      0 |   3882 |
  10:11:20 |    99 | 23.125 | absent | 18.500 | 17.125 | 18.187 |     98 |   0 |  strip |      0 |      0 |     80 |      0 |   3882 |
  10:11:32 |    99 | 23.125 | absent | 18.500 | 17.125 | 18.250 |     98 |   0 |  strip |      0 |      0 |     80 |      0 |   3882 |
  10:11:44 |    99 | 23.187 | absent | 18.500 | 17.125 | 18.187 |     98 |   0 |  strip |      0 |      0 |     80 |      0 |   3882 |
