           |       |        |        |        |        |        |        |     |        |   flow |    amt |    pct |    amt |   ETOH |
           |       |  T amb | T boil | T sthd | T cool | T cool | T sthd | jar |        |   rate |   coll |    alc | 100abv |    rem |
      Time |   PWM |    (C) |    (C) |    (C) | in (C) | out(C) | tgt(C) |   # |  PHASE | ml/min |   (ml) |    out |   (ml) |   (ml) |
--------------------------------------------------------------------------------------------------------------------------------------
  05:53:30 |    99 | 25.375 | 52.437 | 23.875 | 22.312 | 20.687 |     98 |   0 |  strip |      0 |   5708 |     80 |      0 |    587 |
  05:53:41 |    99 | 25.375 | 52.437 | 23.875 | 22.437 | 20.750 |     98 |   0 |  strip |      0 |   5708 |     80 |      0 |    587 |
  05:53:52 |    99 | 25.375 | 52.437 | 23.937 | 22.500 | 20.687 |     98 |   0 |  strip |      0 |   5708 |     80 |      0 |    587 |
  05:54:03 |    99 | 25.437 | 52.437 | 23.875 | 22.500 | 20.750 |     98 |   0 |  strip |      0 |   5708 |     80 |      0 |    587 |
  05:54:14 |    99 | 25.437 | 52.437 | 23.937 | 22.500 | 20.750 |     98 |   0 |  strip |      0 |   5708 |     80 |      0 |    587 |
  05:54:25 |    99 | 25.375 | 52.500 | 23.937 | 22.500 | 20.750 |     98 |   0 |  strip |      0 |   5708 |     80 |      0 |    587 |
  05:54:36 |    99 | 25.437 | 52.437 | 23.875 | 22.500 | 20.750 |     98 |   0 |  strip |      0 |   5708 |     80 |      0 |    587 |
  05:54:47 |    99 | 25.375 | 52.437 | 23.875 | 22.500 | 20.750 |     98 |   0 |  strip |      0 |   5708 |     80 |      0 |    587 |
  05:54:58 |    99 | 25.437 | 52.437 | 23.937 | 22.500 | 20.812 |     98 |   0 |  strip |      0 |   5708 |     80 |      0 |    587 |
  05:55:09 |    99 | 25.437 | 52.437 | 23.937 | 22.500 | 20.750 |     98 |   0 |  strip |      0 |   5708 |     80 |      0 |    587 |
  05:55:20 |    99 | 25.437 | 52.437 | 23.875 | 22.500 | 20.750 |     98 |   0 |  strip |      0 |   5708 |     80 |      0 |    587 |
  05:55:31 |    99 | 25.375 | 52.437 | 23.937 | 22.500 | 20.750 |     98 |   0 |  strip |      0 |   5708 |     80 |      0 |    587 |
  05:55:42 |    99 | 25.437 | 52.375 | 23.937 | 22.500 | 20.750 |     98 |   0 |  strip |      0 |   5708 |     80 |      0 |    587 |
  05:55:53 |    99 | 25.375 | 52.375 | 23.937 | 22.500 | 20.750 |     98 |   0 |  strip |      0 |   5708 |     80 |      0 |    587 |
  05:56:04 |    99 | 25.312 | 52.375 | 23.875 | 22.500 | 20.750 |     98 |   0 |  strip |      0 |   5708 |     80 |      0 |    587 |
  05:56:15 |    99 | 25.375 | 52.437 | 23.875 | 22.500 | 20.750 |     98 |   0 |  strip |      0 |   5708 |     80 |      0 |    587 |
  05:56:26 |    99 | 25.375 | 52.375 | 23.875 | 22.500 | 20.687 |     98 |   0 |  strip |      0 |   5708 |     80 |      0 |    587 |
  05:56:37 |    99 | 25.312 | 52.312 | 23.937 | 22.500 | 20.687 |     98 |   0 |  strip |      0 |   5708 |     80 |      0 |    587 |
