           |       |        |        |        |
           |       |  T amb | T boil |  Tboil |
      Time |   PWM |    (C) |    (C) | tgt(C) |
-----------------------------------------------
  06:16:27 |    25 | absent | 41.375 |     65 |
  06:16:37 |48.625 | absent | 41.500 |     74 |
  06:16:47 |    85 | absent | 41.500 |     74 |
  06:16:57 |    85 | absent | 41.500 |     74 |
  06:17:07 |    85 | absent | 41.562 |     74 |
  06:17:17 |    85 | absent | 41.562 |     74 |
  06:17:27 |    85 | absent | 41.625 |     74 |
  06:17:37 |    85 | absent | 41.812 |     74 |
  06:17:47 |    85 | absent | 42.062 |     74 |
  06:17:57 |    85 | absent | 42.187 |     74 |
  06:18:07 |    85 | absent | 42.250 |     74 |
  06:18:17 |    85 | absent | 42.375 |     74 |
  06:18:27 |    85 | absent | 42.437 |     74 |
  06:18:37 |    85 | absent | 42.500 |     74 |
  06:18:47 |    85 | absent | 42.562 |     74 |
  06:18:57 |    85 | absent | 42.562 |     74 |
  06:19:07 |    85 | absent | 42.625 |     74 |
  06:19:17 |    85 | absent | 42.750 |     74 |
  06:19:27 |    85 | absent | 42.812 |     74 |
  06:19:37 |    85 | absent | 42.812 |     74 |
  06:19:47 |    85 | absent | 42.937 |     74 |
  06:19:57 |    85 | absent | 43.000 |     74 |
  06:20:07 |    85 | absent | 43.062 |     74 |
  06:20:17 |    85 | absent | 43.125 |     74 |
  06:20:27 |    85 | absent | 43.187 |     74 |
  06:20:37 |    85 | absent | 43.312 |     74 |
  06:20:47 |    85 | absent | 43.375 |     74 |
  06:20:57 |    85 | absent | 43.437 |     74 |
  06:21:07 |    85 | absent | 43.500 |     74 |
  06:21:17 |    85 | absent | 43.562 |     74 |
  06:21:27 |    85 | absent | 43.562 |     74 |
  06:21:37 |    85 | absent | 43.625 |     74 |
  06:21:47 |    85 | absent | 43.687 |     74 |
  06:21:57 |    85 | absent | 43.750 |     74 |
  06:22:07 |    85 | absent | 43.812 |     74 |
  06:22:17 |    85 | absent | 43.937 |     74 |
  06:22:27 |    85 | absent | 44.000 |     74 |
  06:22:37 |    85 | absent | 44.062 |     74 |
  06:22:47 |    85 | absent | 44.187 |     74 |
  06:22:57 |    85 | absent | 44.250 |     74 |
  06:23:07 |    85 | absent | 44.312 |     74 |
  06:23:17 |    85 | absent | 44.375 |     74 |
  06:23:27 |    85 | absent | 44.437 |     74 |
  06:23:37 |    85 | absent | 44.500 |     74 |
  06:23:47 |    85 | absent | 44.562 |     74 |
  06:23:57 |    85 | absent | 44.687 |     74 |
  06:24:07 |    85 | absent | 44.687 |     74 |
  06:24:17 |    85 | absent | 44.812 |     74 |
  06:24:27 |    85 | absent | 44.875 |     74 |
  06:24:37 |    85 | absent | 44.937 |     74 |
  06:24:47 |    85 | absent | 45.062 |     74 |
  06:24:57 |    85 | absent | 45.125 |     74 |
  06:25:07 |    85 | absent | 45.187 |     74 |
  06:25:17 |    85 | absent | 45.250 |     74 |
  06:25:27 |    85 | absent | 45.375 |     74 |
