
           |     |  T amb | T boil | T sthd | T cool | T cool | T sthd | jar | amt coll |
      Time | PWM |    (C) |    (C) |    (C) | in (C) | out(C) | tgt(C) |   # |     (ml) |
-----------------------------------------------------------------------------------------
  09:43:07 |  40 |  9.937 | 12.375 | 10.062 |  9.750 |  9.937 |   76.5 |   0 |
  09:43:20 |  99 | 10.000 | 12.500 | 10.062 |  9.937 | 10.062 |   76.5 |   0 |
  09:43:33 |  99 | 10.000 | 12.562 | 10.062 | 10.000 | 10.062 |   76.5 |   0 |
  09:43:46 |  99 | 10.000 | 12.625 | 10.062 | 10.000 | 10.062 |   76.5 |   0 |
  09:43:59 |  99 | 10.062 | 12.750 | 10.000 |  9.937 | 10.125 |   76.5 |   0 |
  09:44:12 |  99 | 10.062 | 12.812 | 10.062 | 10.000 | 10.062 |   76.5 |   0 |
  09:44:25 |  99 | 10.000 | 12.875 | 10.062 | 10.000 | 10.062 |   76.5 |   0 |
  09:44:38 |  99 | 10.062 | 13.000 | 10.062 |  9.937 | 10.062 |   76.5 |   0 |
  09:44:51 |  99 | 10.062 | 13.125 | 10.062 |  9.937 | 10.062 |   76.5 |   0 |
  09:45:04 |  99 | 10.062 | 13.250 | 10.000 | 10.000 | 10.062 |     73 |   0 |
  09:45:17 |  99 | 10.062 | 13.312 | 10.062 |  9.937 | 10.062 |     73 |   0 |
  09:45:30 |  99 | 10.125 | 13.500 | 10.062 |  9.937 | 10.062 |     73 |   0 |
  09:45:43 |  99 | 10.062 | 13.687 | 10.062 |  9.937 | 10.062 |     73 |   0 |
  09:45:56 |  99 | 10.125 | 13.875 | 10.062 | 10.000 | 10.062 |     73 |   0 |
  09:46:09 |  99 | 10.125 | 14.062 | 10.062 | 10.000 | 10.062 |     73 |   0 |
  09:46:22 |  99 | 10.125 | 14.250 | 10.062 |  9.937 | 10.125 |     73 |   0 |
  09:46:35 |  99 | 10.062 | 14.500 | 10.062 |  9.937 | 10.125 |     73 |   0 |
  09:46:48 |  99 | 10.187 | 14.812 | 10.062 | 10.000 | 10.125 |     73 |   0 |
  09:47:01 |  99 | 10.125 | 15.000 | 10.062 | 10.000 | 10.125 |     73 |   0 |
  09:47:14 |  99 | 10.187 | 15.312 | 10.062 |  9.937 | 10.250 |     73 |   0 |
  09:47:27 |  99 | 10.187 | 15.625 | 10.062 |  9.937 | 10.312 |     73 |   0 |
  09:47:40 |  99 | 10.125 | 15.937 | 10.062 |  9.937 | 10.375 |     73 |   0 |
  09:47:53 |  99 | 10.125 | 16.312 | 10.062 |  9.937 | 10.437 |     73 |   0 |
  09:48:06 |  99 | 10.125 | 16.625 | 10.125 | 10.000 | 10.500 |     73 |   0 |
  09:48:19 |  99 | 10.250 | 17.000 | 10.125 | 10.062 | 10.500 |     73 |   0 |
  09:48:32 |  99 | 10.125 | 17.375 | 10.062 | 10.062 | 10.500 |     73 |   0 |
  09:48:45 |  99 | 10.187 | 17.812 | 10.062 | 10.125 | 10.562 |     73 |   0 |
  09:48:58 |  99 | 10.250 | 18.187 | 10.062 | 10.125 | 10.562 |     73 |   0 |
  09:49:11 |  99 | 10.187 | 18.625 | 10.125 | 10.062 | 10.562 |     73 |   0 |
  09:49:24 |  99 | 10.187 | 19.125 | 10.125 | 10.062 | 10.562 |     73 |   0 |
  09:49:37 |  99 | 10.187 | 19.562 | 10.125 | 10.062 | 10.562 |     73 |   0 |
  09:49:50 |  99 | 10.187 | 20.062 | 10.062 | 10.125 | 10.562 |     73 |   0 |
  09:50:03 |  99 | 10.187 | 20.562 | 10.125 | 10.125 | 10.562 |     73 |   0 |
  09:50:16 |  99 | 10.187 | 21.125 | 10.125 | 10.062 | 10.562 |     73 |   0 |
  09:50:29 |  99 | 10.250 | 21.687 | 10.125 | 10.125 | 10.562 |     73 |   0 |
  09:50:42 |  99 | 10.250 | 22.250 | 10.125 | 10.062 | 10.562 |     73 |   0 |
  09:50:55 |  99 | 10.187 | 22.875 | 10.125 | 10.125 | 10.562 |     73 |   0 |
  09:51:08 |  99 | 10.312 | 23.437 | 10.125 | 10.062 | 10.562 |     73 |   0 |
  09:51:21 |  99 | 10.312 | 24.125 | 10.187 | 10.062 | 10.562 |     73 |   0 |
  09:51:34 |  99 | 10.250 | 24.812 | 10.125 | 10.125 | 10.625 |     73 |   0 |
  09:51:47 |  99 | 10.312 | 25.500 | 10.187 | 10.125 | 10.625 |     73 |   0 |
  09:52:00 |  99 | 10.312 | 26.250 | 10.187 | 10.125 | 10.625 |     73 |   0 |
  09:52:13 |  99 | 10.312 | 26.937 | 10.187 | 10.125 | 10.625 |     73 |   0 |
  09:52:26 |  99 | 10.375 | 27.687 | 10.187 | 10.062 | 10.625 |     73 |   0 |
  09:52:39 |  99 | 10.375 | 28.437 | 10.187 | 10.125 | 10.625 |     73 |   0 |
  09:52:52 |  99 | 10.375 | 29.250 | 10.187 | 10.125 | 10.625 |     73 |   0 |
  09:53:05 |  99 | 10.375 | 30.000 | 10.187 | 10.125 | 10.625 |     73 |   0 |
  09:53:18 |  99 | 10.375 | 30.750 | 10.187 | 10.125 | 10.625 |     73 |   0 |
  09:53:31 |  99 | 10.375 | 31.625 | 10.187 | 10.187 | 10.562 |     73 |   0 |
  09:53:44 |  99 | 10.437 | 32.437 | 10.187 | 10.187 | 10.625 |     73 |   0 |
  09:53:57 |  99 | 10.437 | 33.250 | 10.187 | 10.125 | 10.625 |     73 |   0 |
