           |       |        |        |
           |       |  T amb | T boil |
      Time |   PWM |    (C) |    (C) |
-----------------------------------
  19:32:15 |76.784 | 29.750 | 31.812 |
  19:32:25 |75.812 | 29.812 | 32.062 |
  19:32:35 |74.652 | 29.750 | 32.187 |
  19:32:45 |73.303 | 29.812 | 32.375 |
  19:32:55 |71.952 | 29.812 | 32.500 |
  19:33:05 |70.538 | 29.812 | 32.625 |
  19:33:15 |69.123 | 29.812 | 32.812 |
  19:33:25 |67.644 | 29.812 | 32.937 |
  19:33:35 |66.164 | 29.812 | 33.062 |
  19:33:45 |64.745 | 29.812 | 33.187 |
  19:33:55 |63.326 | 29.812 | 33.312 |
  19:34:05 |61.968 | 29.812 | 33.437 |
  19:34:15 |60.733 | 29.812 | 33.625 |
  19:34:25 |59.497 | 29.875 | 33.687 |
  19:34:35 |58.260 | 29.812 | 33.812 |
  19:34:45 |57.085 | 29.875 | 33.875 |
  19:34:55 |55.909 | 29.875 | 34.062 |
  19:35:05 |54.856 | 29.875 | 34.125 |
  19:35:15 |53.740 | 29.875 | 34.250 |
  19:35:25 |52.685 | 29.875 | 34.375 |
  19:35:35 |51.629 | 29.875 | 34.437 |
  19:35:45 |50.572 | 29.875 | 34.500 |
  19:35:55 |49.578 | 29.875 | 34.625 |
  19:36:05 |48.708 | 29.875 | 34.625 |
           |       |        |        |        |
           |       |  T amb | T boil |  Tboil |
      Time |   PWM |    (C) |    (C) | tgt(C) |
-----------------------------------------------
  19:39:02 |    40 | 29.875 | 35.875 |     45 |
  19:39:13 |40.027 | 29.875 | 35.937 |     45 |
  19:39:23 |49.201 | 29.875 | 36.000 |     45 |
  19:39:33 |58.321 | 29.875 | 36.062 |     45 |
  19:39:43 |67.380 | 29.875 | 36.125 |     45 |
           |       |        |        |        |
           |       |  T amb | T boil |  Tboil |
      Time |   PWM |    (C) |    (C) | tgt(C) |
-----------------------------------------------
  21:16:38 |    40 | 29.187 | 30.125 |     40 |
  21:16:49 |40.029 | 29.187 | 30.187 |     40 |
  21:16:59 |49.957 | 29.187 | 30.187 |     40 |
  21:17:09 |59.831 | 29.187 | 30.187 |     40 |
  21:17:19 |69.709 | 29.125 | 30.187 |     40 |
  21:17:29 |79.590 | 29.125 | 30.125 |     40 |
  21:17:39 |89.472 | 29.125 | 30.125 |     40 |
