           |       |        |        |        |        |        |        |     |        |   flow |    amt |    pct |    amt |   ETOH |
           |       |  T amb | T boil | T sthd | T cool | T cool | T sthd | jar |        |   rate |   coll |    alc | 100abv |    rem |
      Time |   PWM |    (C) |    (C) |    (C) | in (C) | out(C) | tgt(C) |   # |  PHASE | ml/min |   (ml) |    out |   (ml) |   (ml) |
--------------------------------------------------------------------------------------------------------------------------------------
           |       |        |        |        |        |        |        |     |        |   flow |    amt |    pct |    amt |   ETOH |
           |       |  T amb | T boil | T sthd | T cool | T cool | T sthd | jar |        |   rate |   coll |    alc | 100abv |    rem |
      Time |   PWM |    (C) |    (C) |    (C) | in (C) | out(C) | tgt(C) |   # |  PHASE | ml/min |   (ml) |    out |   (ml) |   (ml) |
--------------------------------------------------------------------------------------------------------------------------------------
  07:58:44 |    99 | 18.750 | 99.999 | 16.750 | 14.187 | 13.437 |   76.5 |   2 |     MR |      0 |   1073 |     91 |      0 |   2684 |
  07:58:56 |    99 | 18.812 | 99.999 | 16.750 | 14.312 | 13.562 |   76.5 |   2 |     MR |      0 |   1073 |     91 |      0 |   2684 |
  07:59:08 |    99 | 18.750 | 99.999 | 16.750 | 14.250 | 13.500 |   76.5 |   2 |     MR |      0 |   1073 |     91 |      0 |   2684 |
  07:59:20 |    99 | 18.812 | 99.999 | 16.750 | 14.250 | 13.562 |   76.5 |   2 |     MR |      0 |   1073 |     91 |      0 |   2684 |
  07:59:32 |    99 | 18.812 | 99.999 | 16.750 | 14.250 | 13.562 |   76.5 |   2 |     MR |      0 |   1073 |     91 |      0 |   2684 |
  07:59:44 |    99 | 18.750 | 99.999 | 16.750 | 14.312 | 13.500 |   76.5 |   2 |     MR |      0 |   1073 |     91 |      0 |   2684 |
  07:59:56 |    99 | 18.812 | 99.999 | 16.812 | 14.250 | 13.500 |   76.5 |   2 |     MR |      0 |   1073 |     91 |      0 |   2684 |
  08:00:08 |    99 | 18.437 | 99.999 | 16.750 | 14.250 | 13.500 |   76.5 |   2 |     MR |      0 |   1073 |     91 |      0 |   2684 |
  08:00:20 |    99 | 17.000 | 99.999 | 16.750 | 14.250 | 13.562 |   76.5 |   2 |     MR |      0 |   1073 |     91 |      0 |   2684 |
  08:00:32 |    99 | 16.562 | 99.999 | 16.750 | 14.312 | 13.562 |   76.5 |   2 |     MR |      0 |   1073 |     91 |      0 |   2684 |
  08:00:44 |    99 | 16.312 | 99.999 | 16.750 | 14.312 | 13.562 |   76.5 |   2 |     MR |      0 |   1073 |     91 |      0 |   2684 |
  08:00:56 |    99 | 16.250 | 99.999 | 16.812 | 14.312 | 13.625 |   76.5 |   2 |     MR |      0 |   1073 |     91 |      0 |   2684 |
  08:01:08 |    99 | 15.000 | 99.999 | 16.750 | 14.312 | 13.562 |   76.5 |   2 |     MR |      0 |   1073 |     91 |      0 |   2684 |
  08:01:20 |    99 | 14.187 | 99.999 | 16.812 | 14.250 | 13.562 |   76.5 |   2 |     MR |      0 |   1073 |     91 |      0 |   2684 |
  08:01:32 |    99 | 13.625 | 99.999 | 16.812 | 14.312 | 13.562 |   76.5 |   2 |     MR |      0 |   1073 |     91 |      0 |   2684 |
