           |       |        |        |        |        |        |        |     |        |   flow |    amt |    pct |    amt |   ETOH |
           |       |  T amb | T boil | T sthd | T cool | T cool | T sthd | jar |        |   rate |   coll |    alc | 100abv |    rem |
      Time |   PWM |    (C) |    (C) |    (C) | in (C) | out(C) | tgt(C) |   # |  PHASE | ml/min |   (ml) |    out |   (ml) |   (ml) |
--------------------------------------------------------------------------------------------------------------------------------------
  07:09:04 |    99 | 14.500 | 49.312 | 12.500 | 11.312 |  8.625 |   76.5 |   0 |      E |      0 |      0 |     80 |      0 |   3634 |
  07:09:18 |    99 | 14.437 | 49.312 | 12.562 | 11.437 |  8.750 |   76.5 |   0 |      E |      0 |      0 |     80 |      0 |   3634 |
  07:09:31 |    99 | 14.500 | 49.250 | 12.500 | 11.437 |  8.750 |   76.5 |   0 |      E |      0 |      0 |     80 |      0 |   3634 |
  07:09:44 |    99 | 14.500 | 49.312 | 12.562 | 11.437 |  8.812 |   76.5 |   0 |      E |      0 |      0 |     80 |      0 |   3634 |
  07:09:57 |    99 | 14.500 | 49.312 | 12.562 | 11.500 |  8.750 |   76.5 |   0 |      E |      0 |      0 |     80 |      0 |   3634 |
  07:10:10 |    99 | 14.500 | 49.375 | 12.562 | 11.500 |  8.812 |   76.5 |   0 |      E |      0 |      0 |     80 |      0 |   3634 |
  07:10:23 |    99 | 14.500 | 49.875 | 12.500 | 11.500 |  8.750 |   76.5 |   0 |      E |      0 |      0 |     80 |      0 |   3634 |
  07:10:36 |    99 | 14.437 | 50.062 | 12.437 | 11.437 |  8.750 |   76.5 |   0 |      E |      0 |      0 |     80 |      0 |   3634 |
  07:10:49 |    99 | 14.375 | 50.000 | 12.312 | 11.437 |  8.750 |   76.5 |   0 |      E |      0 |      0 |     80 |      0 |   3634 |
  07:11:02 |    99 | 14.375 | 50.125 | 12.187 | 11.437 |  8.812 |   76.5 |   0 |      E |      0 |      0 |     80 |      0 |   3634 |
  07:11:15 |    99 | 14.437 | 50.437 | 12.125 | 11.375 |  8.750 |   76.5 |   0 |      E |      0 |      0 |     80 |      0 |   3634 |
  07:11:28 |    99 | 14.375 | 50.625 | 12.000 | 11.437 |  8.750 |   76.5 |   0 |      E |      0 |      0 |     80 |      0 |   3634 |
  07:11:41 |    99 | 14.375 | 50.687 | 11.875 | 11.375 |  8.750 |   76.5 |   0 |      E |      0 |      0 |     80 |      0 |   3634 |
  07:11:54 |    99 | 14.312 | 50.875 | 11.750 | 11.375 |  8.750 |   76.5 |   0 |      E |      0 |      0 |     80 |      0 |   3634 |
  07:12:07 |    99 | 14.312 | 51.125 | 11.562 | 11.375 |  8.750 |   76.5 |   0 |      E |      0 |      0 |     80 |      0 |   3634 |
  07:12:20 |    99 | 14.250 | 51.250 | 11.562 | 11.375 |  8.687 |   76.5 |   0 |      E |      0 |      0 |     80 |      0 |   3634 |
  07:12:33 |    99 | 14.187 | 51.437 | 11.437 | 11.375 |  8.750 |   76.5 |   0 |      E |      0 |      0 |     80 |      0 |   3634 |
  07:12:46 |    99 | 14.125 | 51.500 | 11.375 | 11.375 |  8.750 |   76.5 |   0 |      E |      0 |      0 |     80 |      0 |   3634 |
