           |       |        |        |        |        |        |        |     |        |   flow |    amt |    pct |    amt |   ETOH |
           |       |  T amb | T boil | T sthd | T cool | T cool | T sthd | jar |        |   rate |   coll |    alc | 100abv |    rem |
      Time |   PWM |    (C) |    (C) |    (C) | in (C) | out(C) | tgt(C) |   # |  PHASE | ml/min |   (ml) |    out |   (ml) |   (ml) |
--------------------------------------------------------------------------------------------------------------------------------------
           |       |        |        |        |        |        |        |     |        |   flow |    amt |    pct |    amt |   ETOH |
           |       |  T amb | T boil | T sthd | T cool | T cool | T sthd | jar |        |   rate |   coll |    alc | 100abv |    rem |
      Time |   PWM |    (C) |    (C) |    (C) | in (C) | out(C) | tgt(C) |   # |  PHASE | ml/min |   (ml) |    out |   (ml) |   (ml) |
--------------------------------------------------------------------------------------------------------------------------------------
  06:27:35 |    99 | 19.687 | absent | 19.562 | 18.812 | 18.187 |     98 |   0 |      F |      0 |      0 |     90 |      0 |  11120 |
  06:27:47 |    99 | 19.750 | absent | 19.625 | 18.875 | 18.312 |     98 |   0 |      F |      0 |      0 |     90 |      0 |  11120 |
  06:27:59 |    99 | 19.750 | absent | 19.625 | 18.875 | 18.312 |     98 |   0 |      F |      0 |      0 |     90 |      0 |  11120 |
  06:28:11 |    99 | 19.750 | absent | 19.625 | 18.875 | 18.312 |     98 |   0 |      F |      0 |      0 |     90 |      0 |  11120 |
  06:28:23 |    99 | 19.750 | absent | 19.687 | 18.875 | 18.250 |     98 |   0 |      F |      0 |      0 |     90 |      0 |  11120 |
  06:28:35 |    99 | 19.750 | absent | 19.625 | 18.875 | 18.312 |     98 |   0 |      F |      0 |      0 |     90 |      0 |  11120 |
  06:28:47 |    99 | 19.812 | absent | 19.625 | 18.875 | 18.312 |     98 |   0 |      F |      0 |      0 |     90 |      0 |  11120 |
  06:28:59 |    99 | 19.750 | absent | 19.625 | 18.937 | 18.312 |     98 |   0 |      F |      0 |      0 |     90 |      0 |  11120 |
  06:29:11 |    99 | 19.750 | absent | 19.625 | 18.937 | 18.250 |     98 |   0 |      F |      0 |      0 |     90 |      0 |  11120 |
  06:29:23 |    99 | 19.812 | absent | 19.625 | 18.937 | 18.250 |     98 |   0 |      F |      0 |      0 |     90 |      0 |  11120 |
  06:29:35 |    99 | 19.812 | absent | 19.625 | 18.875 | 18.250 |     98 |   0 |      F |      0 |      0 |     90 |      0 |  11120 |
  06:29:47 |    99 | 19.812 | absent | 19.625 | 18.875 | 18.312 |     98 |   0 |      F |      0 |      0 |     90 |      0 |  11120 |
  06:29:59 |    99 | 19.875 | absent | 19.625 | 18.875 | 18.250 |     98 |   0 |      F |      0 |      0 |     90 |      0 |  11120 |
  06:30:11 |    99 | 19.812 | absent | 19.687 | 18.875 | 18.187 |     98 |   0 |      F |      0 |      0 |     90 |      0 |  11120 |
  06:30:23 |    99 | 19.875 | absent | 19.687 | 18.875 | 18.250 |     98 |   0 |      F |      0 |      0 |     90 |      0 |  11120 |
  06:30:35 |    99 | 19.875 | absent | 19.687 | 18.875 | 18.312 |     98 |   0 |      F |      0 |      0 |     90 |      0 |  11120 |
