           |       |        |        |        |        |        |        |     |        |   flow |    amt |    pct |    amt |   ETOH |
           |       |  T amb | T boil | T sthd | T cool | T cool | T boil | jar |        |   rate |   coll |    alc | 100abv |    rem |
      Time |   PWM |    (C) |    (C) |    (C) | in (C) | out(C) | tgt(C) |   # |  PHASE | ml/min |   (ml) |    out |   (ml) |   (ml) |
--------------------------------------------------------------------------------------------------------------------------------------
           |       |        |        |        |        |        |        |     |        |   flow |    amt |    pct |    amt |   ETOH |
           |       |  T amb | T boil | T sthd | T cool | T cool | T boil | jar |        |   rate |   coll |    alc | 100abv |    rem |
      Time |   PWM |    (C) |    (C) |    (C) | in (C) | out(C) | tgt(C) |   # |  PHASE | ml/min |   (ml) |    out |   (ml) |   (ml) |
--------------------------------------------------------------------------------------------------------------------------------------
  15:49:16 |    10 | 22.750 | 18.312 |    N/A |    N/A |    N/A |     74 |   0 |      E |     30 |      0 |     80 |      0 |   8999 |
  15:49:26 |    10 | 22.687 | 18.312 |    N/A |    N/A |    N/A |     74 |   0 |      E |     30 |      5 |     80 |      3 |   8995 |
  15:49:36 |    10 | 22.625 | 18.312 |    N/A |    N/A |    N/A |     74 |   0 |      E |     30 |     10 |     80 |      3 |   8991 |
  15:49:46 |    10 | 22.687 | 18.312 |    N/A |    N/A |    N/A |     74 |   0 |      E |     30 |     15 |     80 |      4 |   8987 |
  15:49:56 |    20 | 22.562 | 18.312 |    N/A |    N/A |    N/A |     74 |   0 |      E |     30 |     20 |     80 |      3 |   8983 |
  15:50:06 |    20 | 22.437 | 18.375 |    N/A |    N/A |    N/A |     74 |   0 |      E |     30 |     25 |     80 |      3 |   8979 |
  15:50:16 |    10 | 22.562 | 18.375 |    N/A |    N/A |    N/A |     74 |   0 |      E |     30 |     30 |     80 |      4 |   8975 |
  15:50:26 |    10 | 22.625 | 18.312 |    N/A |    N/A |    N/A |     74 |   0 |      E |     30 |     35 |     80 |      4 |   8971 |
