           |       |  T amb | T boil | T sthd | T cool | T cool | T sthd | jar | amt coll |
      Time |   PWM |    (C) |    (C) |    (C) | in (C) | out(C) | tgt(C) |   # |     (ml) |
-----------------------------------------------------------------------------------------
  10:33:44 |    40 | 18.125 | 47.812 | 14.250 | 11.500 | 12.125 |   76.5 |   0 |
  10:33:58 |46.335 | 18.062 | 47.875 | 14.250 | 11.687 | 12.187 |     98 |   0 |
  10:34:11 |75.110 | 18.125 | 47.875 | 14.312 | 11.687 | 12.250 |     98 |   0 |
  10:34:24 |    99 | 18.125 | 47.875 | 14.312 | 11.687 | 12.187 |     98 |   0 |
  10:34:37 |    99 | 18.125 | 47.937 | 14.312 | 11.687 | 12.187 |     98 |   0 |
  10:34:50 |    99 | 18.375 | 47.937 | 14.312 | 11.687 | 12.250 |     98 |   0 |
  10:35:03 |    99 | 18.187 | 47.937 | 14.312 | 11.687 | 12.250 |     98 |   0 |
  10:35:16 |    99 | 18.187 | 48.000 | 14.312 | 11.687 | 12.250 |     98 |   0 |
  10:35:29 |    99 | 18.062 | 48.062 | 14.312 | 11.687 | 12.250 |     98 |   0 |
  10:35:42 |    99 | 18.187 | 48.187 | 14.312 | 11.687 | 12.250 |     98 |   0 |
  10:35:55 |    99 | 18.125 | 48.125 | 14.375 | 11.687 | 12.250 |     98 |   0 |
  10:36:08 |    99 | 18.062 | 48.250 | 14.375 | 11.687 | 12.250 |     98 |   0 |
  10:36:21 |    99 | 18.125 | 48.375 | 14.375 | 11.687 | 12.250 |     98 |   0 |
  10:36:34 |    99 | 18.312 | 48.437 | 14.375 | 11.687 | 12.250 |     98 |   0 |
  10:36:47 |    99 | 18.250 | 48.625 | 14.437 | 11.625 | 12.312 |     98 |   0 |
  10:37:00 |    99 | 18.187 | 48.625 | 14.437 | 11.625 | 12.312 |     98 |   0 |
  10:37:13 |    99 | 18.187 | 48.750 | 14.375 | 11.687 | 12.312 |     98 |   0 |
  10:37:26 |    99 | 18.125 | 48.812 | 14.375 | 11.687 | 12.250 |     98 |   0 |
  10:37:39 |    99 | 18.187 | 48.875 | 14.375 | 11.687 | 12.250 |     98 |   0 |
  10:37:52 |    99 | 18.062 | 49.000 | 14.375 | 11.687 | 12.250 |     98 |   0 |
  10:38:05 |    99 | 18.125 | 49.125 | 14.375 | 11.687 | 12.250 |     98 |   0 |
  10:38:18 |    99 | 18.125 | 49.250 | 14.375 | 11.687 | 12.250 |     98 |   0 |
  10:38:31 |    99 | 18.187 | 49.375 | 14.375 | 11.687 | 12.250 |     98 |   0 |
  10:38:44 |    99 | 18.125 | 49.500 | 14.437 | 11.687 | 12.250 |     98 |   0 |
  10:38:57 |    99 | 18.250 | 49.625 | 14.375 | 11.687 | 12.250 |     98 |   0 |
  10:39:10 |    99 | 18.125 | 49.750 | 14.375 | 11.687 | 12.312 |     98 |   0 |
  10:39:23 |    99 | 18.250 | 49.875 | 14.375 | 11.687 | 12.312 |     98 |   0 |
  10:39:36 |    99 | 18.125 | 49.937 | 14.375 | 11.687 | 12.312 |     98 |   0 |
  10:39:49 |    99 | 18.062 | 50.062 | 14.437 | 11.687 | 12.250 |     98 |   0 |
  10:40:02 |    99 | 18.125 | 50.125 | 14.437 | 11.687 | 12.312 |     98 |   0 |
  10:40:15 |    99 | 18.250 | 50.312 | 14.437 | 11.687 | 12.250 |     98 |   0 |
  10:40:28 |    99 | 18.125 | 50.437 | 14.437 | 11.625 | 12.250 |     98 |   0 |
  10:40:41 |    99 | 18.125 | 50.562 | 14.437 | 11.625 | 12.250 |     98 |   0 |
  10:40:54 |    99 | 18.187 | 50.625 | 14.437 | 11.687 | 12.250 |     98 |   0 |
  10:41:07 |    99 | 18.250 | 50.750 | 14.437 | 11.687 | 12.250 |     98 |   0 |
  10:41:20 |    99 | 18.187 | 50.812 | 14.437 | 11.687 | 12.187 |     98 |   0 |
  10:41:33 |    99 | 18.125 | 51.000 | 14.437 | 11.625 | 12.312 |     98 |   0 |
  10:41:46 |    99 | 18.187 | 51.187 | 14.437 | 11.687 | 12.312 |     98 |   0 |
  10:41:59 |    99 | 18.187 | 51.250 | 14.437 | 11.687 | 12.250 |     98 |   0 |
  10:42:12 |    99 | 18.062 | 51.437 | 14.437 | 11.687 | 12.250 |     98 |   0 |
  10:42:25 |    99 | 18.187 | 51.562 | 14.437 | 11.687 | 13.062 |     98 |   0 |
  10:42:38 |    99 | 18.187 | 51.625 | 14.437 | 12.250 | 13.062 |     98 |   0 |
  10:42:51 |    99 | 18.250 | 51.750 | 14.437 | 12.312 | 12.687 |     98 |   0 |
  10:43:04 |    99 | 18.125 | 51.937 | 14.437 | 12.375 | 12.625 |     98 |   0 |
  10:43:17 |    99 | 18.250 | 52.062 | 14.437 | 12.375 | 12.625 |     98 |   0 |
