           |       |        |        |        |        |        |        |     |        |   flow |    amt |    pct |    amt |   ETOH |
           |       |  T amb | T boil | T sthd | T cool | T cool | T sthd | jar |        |   rate |   coll |    alc | 100abv |    rem |
      Time |   PWM |    (C) |    (C) |    (C) | in (C) | out(C) | tgt(C) |   # |  PHASE | ml/min |   (ml) |    out |   (ml) |   (ml) |
--------------------------------------------------------------------------------------------------------------------------------------
  17:15:03 |    99 | 18.875 | 13.375 | 29.937 | 30.875 | 15.312 |   76.5 |   0 |      E |      0 |      0 |     80 |      0 |   3634 |
  17:15:17 |    99 | 18.875 | 13.375 | 29.875 | 30.937 | 15.375 |   76.5 |   0 |      E |      0 |      0 |     80 |      0 |   3634 |
  17:15:30 |    99 | 18.937 | 13.375 | 29.812 | 30.937 | 15.375 |   76.5 |   0 |      E |      0 |      0 |     80 |      0 |   3634 |
  17:15:43 |    99 | 18.937 | 13.375 | 29.750 | 30.875 | 15.375 |   76.5 |   0 |      E |      0 |      0 |     80 |      0 |   3634 |
  17:15:56 |    99 | 18.937 | 13.375 | 29.625 | 30.875 | 15.375 |   76.5 |   0 |      E |      0 |      0 |     80 |      0 |   3634 |
  17:16:09 |    99 | 18.937 | 13.375 | 29.562 | 30.812 | 15.437 |   76.5 |   0 |      E |      0 |      0 |     80 |      0 |   3634 |
  17:16:22 |    99 | 19.000 | 13.375 | 29.375 | 30.875 | 15.437 |   76.5 |   0 |      E |      0 |      0 |     80 |      0 |   3634 |
  17:16:35 |    99 | 18.937 | 13.437 | 29.062 | 30.812 | 15.437 |   76.5 |   0 |      E |      0 |      0 |     80 |      0 |   3634 |
  17:16:48 |    99 | 18.937 | 13.625 | 28.687 | 30.812 | 15.500 |   76.5 |   0 |      E |      0 |      0 |     80 |      0 |   3634 |
  17:17:01 |    99 | 18.937 | 13.875 | 28.312 | 30.812 | 15.500 |   76.5 |   0 |      E |      0 |      0 |     80 |      0 |   3634 |
  17:17:14 |    99 | 19.000 | 13.937 | 27.875 | 30.812 | 15.562 |   76.5 |   0 |      E |      0 |      0 |     80 |      0 |   3634 |
  17:17:27 |    99 | 18.937 | 14.125 | 27.437 | 30.812 | 15.562 |   76.5 |   0 |      E |      0 |      0 |     80 |      0 |   3634 |
  17:17:40 |    99 | 19.000 | 14.312 | 27.062 | 30.812 | 15.562 |   76.5 |   0 |      E |      0 |      0 |     80 |      0 |   3634 |
  17:17:53 |    99 | 19.000 | 14.375 | 26.625 | 30.812 | 15.562 |   76.5 |   0 |      E |      0 |      0 |     80 |      0 |   3634 |
  17:18:06 |    99 | 19.000 | 14.500 | 26.250 | 30.750 | 15.625 |   76.5 |   0 |      E |      0 |      0 |     80 |      0 |   3634 |
  17:18:19 |    99 | 19.000 | 14.750 | 25.937 | 30.750 | 15.562 |   76.5 |   0 |      E |      0 |      0 |     80 |      0 |   3634 |
  17:18:32 |    99 | 19.000 | 14.875 | 25.500 | 30.750 | 15.562 |   76.5 |   0 |      E |      0 |      0 |     80 |      0 |   3634 |
  17:18:45 |    99 | 19.062 | 15.062 | 25.312 | 30.750 | 15.625 |   76.5 |   0 |      E |      0 |      0 |     80 |      0 |   3634 |
