           |       |        |        |        |        |        |        |     |        |   flow |    amt |    pct |    amt |   ETOH |
           |       |  T amb | T boil | T sthd | T cool | T cool | T sthd | jar |        |   rate |   coll |    alc | 100abv |    rem |
      Time |   PWM |    (C) |    (C) |    (C) | in (C) | out(C) | tgt(C) |   # |  PHASE | ml/min |   (ml) |    out |   (ml) |   (ml) |
--------------------------------------------------------------------------------------------------------------------------------------
           |       |        |        |        |        |        |        |     |        |   flow |    amt |    pct |    amt |   ETOH |
           |       |  T amb | T boil | T sthd | T cool | T cool | T sthd | jar |        |   rate |   coll |    alc | 100abv |    rem |
      Time |   PWM |    (C) |    (C) |    (C) | in (C) | out(C) | tgt(C) |   # |  PHASE | ml/min |   (ml) |    out |   (ml) |   (ml) |
--------------------------------------------------------------------------------------------------------------------------------------
  14:21:55 |    40 | 23.812 | 99.999 | 25.500 | 14.875 | 19.687 |     98 |   0 |      H |      0 |      0 |     80 |      0 |   9000 |
  14:22:08 |38.666 | 23.875 | 99.999 | 25.562 | 15.000 | 19.750 |     98 |   0 |      H |      0 |      0 |     80 |      0 |   9000 |
  14:22:20 |62.617 | 23.937 | 99.999 | 25.562 | 15.000 | 19.812 |     98 |   0 |      H |      0 |      0 |     80 |      0 |   9000 |
  14:22:32 |89.090 | 24.000 | 99.999 | 25.500 | 15.000 | 19.812 |     98 |   0 |      H |      0 |      0 |     80 |      0 |   9000 |
  14:22:44 |    99 | 24.000 | 99.999 | 25.562 | 15.000 | 19.750 |     98 |   0 |      H |      0 |      0 |     80 |      0 |   9000 |
  14:22:56 |    99 | 24.062 | 99.999 | 25.562 | 15.000 | 19.750 |     98 |   0 |      H |      0 |      0 |     80 |      0 |   9000 |
  14:23:08 |    99 | 24.125 | 99.999 | 25.562 | 15.000 | 19.812 |     98 |   0 |      H |      0 |      0 |     80 |      0 |   9000 |
  14:23:20 |    99 | 24.125 | 99.999 | 25.562 | 14.937 | 19.812 |     98 |   0 |      H |      0 |      0 |     80 |      0 |   9000 |
  14:23:32 |    99 | 24.187 | 99.999 | 25.562 | 15.000 | 19.812 |     98 |   0 |      H |      0 |      0 |     80 |      0 |   9000 |
  14:23:44 |    99 | 24.187 | 99.999 | 25.562 | 15.000 | 19.812 |     98 |   0 |      H |      0 |      0 |     80 |      0 |   3328 |
  14:23:56 |    99 | 24.312 | 99.999 | 25.562 | 14.937 | 19.812 |     98 |   0 |      H |      0 |      0 |     80 |      0 |   3328 |
  14:24:08 |    99 | 24.312 | 99.999 | 25.562 | 15.000 | 19.812 |     98 |   0 |      H |      0 |    368 |     80 |      0 |   3328 |
  14:24:20 |    99 | 24.312 | 99.999 | 25.562 | 15.000 | 19.812 |     98 |   0 |      H |      0 |    368 |     80 |      0 |   3328 |
  14:24:32 |    99 | 24.375 | 99.999 | 25.500 | 15.000 | 19.875 |     98 |   0 |      H |      0 |    368 |     80 |      0 |   3328 |
  14:24:44 |    99 | 24.437 | 99.999 | 25.500 | 15.000 | 19.812 |     98 |   0 |      H |      0 |    368 |     80 |      0 |   3328 |
