Time,Tamb,Tparrot,wt56,wt2425
Fri Jun 14 13:13:03 2024,31.437,27.687,-0.19248249999996914,3.20944444444438
Fri Jun 14 13:13:35 2024,31.437,27.687,-0.31998249999996914,3.1644444444443796
Fri Jun 14 13:14:08 2024,31.5,27.75,-0.23625,3.20694444444438
Fri Jun 14 13:14:40 2024,31.5,27.75,-0.18125,3.2894444444443796
Fri Jun 14 13:15:13 2024,31.5,27.75,-0.18875,3.18694444444438
Fri Jun 14 13:15:45 2024,31.5,27.75,-0.23375,3.2794444444443798
Fri Jun 14 13:16:18 2024,31.5,27.75,-0.26125,3.33444444444438
Fri Jun 14 13:16:50 2024,31.562,27.75,-0.17654499999996914,3.29694444444438
Fri Jun 14 13:17:23 2024,31.562,27.75,-0.13404499999996916,3.3919444444443796
Fri Jun 14 13:17:55 2024,31.562,27.75,-0.20154499999996914,3.2794444444443798
Fri Jun 14 13:18:28 2024,31.562,27.75,-0.22904499999996916,3.3869444444443797
Fri Jun 14 13:19:00 2024,31.562,27.812,-0.28904499999996913,3.31194444444438
Fri Jun 14 13:19:32 2024,31.562,27.812,-0.34904499999996913,3.37694444444438
Fri Jun 14 13:20:05 2024,31.625,27.812,-0.1903125,3.3244444444443797
Fri Jun 14 13:20:37 2024,31.625,27.812,-0.2653125,3.44444444444438
Fri Jun 14 13:21:10 2024,31.562,27.812,-0.32404499999996916,3.44194444444438
Fri Jun 14 13:21:42 2024,31.562,27.812,-0.38654499999996916,3.4519444444443796
Fri Jun 14 13:22:15 2024,31.625,27.875,-0.2903125,3.4519444444443796
Fri Jun 14 13:22:47 2024,31.625,27.875,-0.3128125,3.40194444444438
Fri Jun 14 13:23:20 2024,31.687,27.875,-0.34060749999996914,3.4294444444443797
Fri Jun 14 13:23:52 2024,31.625,27.875,-0.3903125,3.52444444444438
Fri Jun 14 13:24:24 2024,31.687,27.875,-0.23560749999996916,3.5119444444443797
Fri Jun 14 13:24:57 2024,31.687,27.875,-0.21810749999996915,3.47944444444438
Fri Jun 14 13:25:29 2024,31.75,27.937,-0.154375,3.48194444444438
