Time,Tamb,Tparrot,wt56,wt2425
Fri Jun 14 11:47:12 2024,28.875,25.25,-4.7159375,1.5391666666665698
Fri Jun 14 11:47:45 2024,28.937,25.25,-4.608732499999969,1.4341666666665696
Fri Jun 14 11:48:17 2024,28.937,25.25,-4.621232499999969,1.4291666666665697
Fri Jun 14 11:48:50 2024,28.937,25.25,-4.766232499999969,1.4841666666665696
Fri Jun 14 11:49:22 2024,29.0,25.25,-4.6875,1.5041666666665696
Fri Jun 14 11:49:55 2024,29.0,25.312,-4.7275,1.5641666666665697
Fri Jun 14 11:50:27 2024,29.062,25.312,-4.692794999999969,1.4566666666665697
Fri Jun 14 11:51:00 2024,29.062,25.312,-4.705294999999969,1.5441666666665697
Fri Jun 14 11:51:32 2024,29.125,25.312,-4.6490625,1.5366666666665696
Fri Jun 14 11:52:05 2024,29.187,25.312,-4.571857499999969,1.6441666666665697
Fri Jun 14 11:52:37 2024,29.125,25.375,-4.7015625,1.5941666666665697
Fri Jun 14 11:53:10 2024,29.187,25.375,-4.641857499999969,1.5266666666665696
Fri Jun 14 11:53:42 2024,29.25,25.437,-4.538125,1.5741666666665697
Fri Jun 14 11:54:15 2024,29.187,25.437,-4.744357499999969,1.5716666666665697
Fri Jun 14 11:54:47 2024,29.25,25.437,-4.630625,1.6341666666665697
Fri Jun 14 11:55:20 2024,29.25,25.437,-4.728125,1.7316666666665697
Fri Jun 14 11:55:52 2024,29.312,25.5,-4.643419999999969,1.7091666666665697
Fri Jun 14 11:56:25 2024,29.312,25.5,-4.695919999999969,1.5966666666665696
Fri Jun 14 11:56:57 2024,29.312,25.5,-4.6709199999999695,1.7316666666665697
Fri Jun 14 11:57:30 2024,29.375,25.5,-4.5971875,1.6691666666665697
Fri Jun 14 11:58:02 2024,29.375,25.562,-4.7446875,1.7216666666665696
Fri Jun 14 11:58:35 2024,29.437,25.562,-4.622482499999969,1.7066666666665697
Fri Jun 14 11:59:07 2024,29.437,25.562,-4.627482499999969,1.7541666666665696
Fri Jun 14 11:59:39 2024,29.437,25.625,-4.539982499999969,1.7866666666665696
Fri Jun 14 12:00:12 2024,29.437,25.625,-4.739982499999969,1.7541666666665696
Fri Jun 14 12:00:44 2024,29.437,25.625,-4.712482499999969,1.7616666666665697
Fri Jun 14 12:01:17 2024,29.437,25.687,-4.8174824999999695,1.8116666666665697
Fri Jun 14 12:01:49 2024,29.5,25.687,-4.75625,1.8316666666665697
Fri Jun 14 12:02:22 2024,29.562,25.687,-4.689044999999969,1.8991666666665696
Fri Jun 14 12:02:54 2024,29.562,25.75,-4.721544999999969,1.7716666666665697
Fri Jun 14 12:03:27 2024,29.562,25.75,-4.754044999999969,1.8216666666665697
Fri Jun 14 12:03:59 2024,29.625,25.75,-4.6203125,1.8666666666665697
Fri Jun 14 12:04:32 2024,29.625,25.75,-4.7453125,1.8641666666665697
Fri Jun 14 12:05:04 2024,29.687,25.812,-4.6231074999999695,1.8916666666665696
Fri Jun 14 12:05:37 2024,29.75,25.812,-4.639375,1.9541666666665696
Fri Jun 14 12:06:09 2024,29.687,25.812,-4.720607499999969,1.9091666666665696
Fri Jun 14 12:06:42 2024,29.75,25.875,-4.659375,2.0191666666665697
Fri Jun 14 12:07:14 2024,29.75,25.812,-4.749375,1.9541666666665696
Fri Jun 14 12:07:46 2024,29.75,25.875,-4.709375,1.9841666666665696
Fri Jun 14 12:08:19 2024,29.812,25.875,-4.669669999999969,2.09916666666657
Fri Jun 14 12:08:51 2024,29.875,25.937,-4.6534375,1.9841666666665696
Fri Jun 14 12:09:24 2024,29.812,25.937,-4.762169999999969,2.0116666666665695
Fri Jun 14 12:09:56 2024,29.875,25.937,-4.6809375,2.0541666666665694
Fri Jun 14 12:10:29 2024,29.812,26.0,-4.7021699999999695,2.1016666666665698
Fri Jun 14 12:11:01 2024,29.875,26.0,-4.7184375,2.07916666666657
Fri Jun 14 12:11:33 2024,29.937,26.062,-4.756232499999969,2.0666666666665696
Fri Jun 14 12:12:06 2024,29.937,26.062,-4.703732499999969,2.09916666666657
Fri Jun 14 12:12:38 2024,29.937,26.062,-4.783732499999969,2.1141666666665695
Fri Jun 14 12:13:11 2024,30.0,26.062,-4.715,2.2291666666665697
Fri Jun 14 12:13:43 2024,29.937,26.062,-4.788732499999969,2.11916666666657
Fri Jun 14 12:14:16 2024,30.0,26.125,-4.8375,2.1541666666665695
Fri Jun 14 12:14:48 2024,30.0,26.125,-4.755,2.16166666666657
Fri Jun 14 12:15:21 2024,30.0,26.125,-4.8325,2.2566666666665696
Fri Jun 14 12:15:53 2024,30.0,26.125,-4.9,2.14166666666657
Fri Jun 14 12:16:26 2024,30.0,26.187,-4.925,2.24416666666657
Fri Jun 14 12:16:58 2024,30.0,26.187,-4.9725,2.2816666666665695
Fri Jun 14 12:17:31 2024,30.062,26.187,-4.9052949999999695,2.2066666666665697
Fri Jun 14 12:18:03 2024,30.062,26.25,-4.980294999999969,2.2741666666665696
Fri Jun 14 12:18:35 2024,30.125,26.187,-4.8940625,2.3591666666665696
Fri Jun 14 12:19:08 2024,30.062,26.187,-4.987794999999969,2.3441666666665695
Fri Jun 14 12:19:40 2024,30.125,26.312,-5.0140625,2.28666666666657
Fri Jun 14 12:20:13 2024,30.125,26.25,-5.0165625,2.3191666666665696
Fri Jun 14 12:20:45 2024,30.125,26.25,-5.0515625,2.30666666666657
Fri Jun 14 12:21:18 2024,30.187,26.312,-4.896857499999969,2.3666666666665694
Fri Jun 14 12:21:50 2024,30.25,26.312,-4.780625,2.39166666666657
Fri Jun 14 12:22:23 2024,30.25,26.375,-4.903125,2.3941666666665697
Fri Jun 14 12:22:55 2024,30.312,26.375,-4.9209199999999695,2.4191666666665697
Fri Jun 14 12:23:27 2024,30.25,26.375,-4.938125,2.4441666666665696
Fri Jun 14 12:24:00 2024,30.25,26.375,-4.960625,2.4916666666665694
Fri Jun 14 12:24:32 2024,30.25,26.375,-4.995625,2.51666666666657
Fri Jun 14 12:25:05 2024,30.312,26.437,-4.968419999999969,2.4866666666665695
Fri Jun 14 12:25:37 2024,30.375,26.437,-4.8296875,2.4566666666665697
Fri Jun 14 12:26:10 2024,30.375,26.437,-5.0346875,2.5216666666665697
Fri Jun 14 12:26:42 2024,30.312,26.5,-5.105919999999969,2.5416666666665697
Fri Jun 14 12:27:15 2024,30.375,26.5,-5.0746875,2.5441666666665697
Fri Jun 14 12:27:47 2024,30.375,26.562,-5.0521875,2.51416666666657
Fri Jun 14 12:28:19 2024,30.375,26.5,-5.0496875,2.6091666666665696
Fri Jun 14 12:28:52 2024,30.375,26.562,-5.0021875,2.51666666666657
Fri Jun 14 12:29:24 2024,30.437,26.562,-5.0849824999999695,2.6291666666665696
Fri Jun 14 12:29:57 2024,30.5,26.562,-4.97125,2.5441666666665697
Fri Jun 14 12:30:29 2024,30.5,26.562,-5.04375,2.6316666666665696
Fri Jun 14 12:31:02 2024,30.5,26.625,-5.01125,2.74416666666657
